/Vtemp (vdc=1.6) X,/Vtemp (vdc=1.6) Y,/Vtemp (vdc=2) X,/Vtemp (vdc=2) Y,/Vtemp (vdc=2.4) X,/Vtemp (vdc=2.4) Y,/Vtemp (vdc=2.8) X,/Vtemp (vdc=2.8) Y,/Vtemp (vdc=3.2) X,/Vtemp (vdc=3.2) Y
48.99999999999997,1.046463699087701,48.99999999999997,0.8378817588958234,48.99999999999997,0.8353376063750584,48.99999999999997,0.8354537414055871,48.99999999999997,0.8361166835240095
50.39999999999997,1.047777112886029,50.39999999999997,0.8387911556336276,50.39999999999997,0.8361673700558286,50.39999999999997,0.8362776466216312,50.39999999999997,0.8369349711200794
51.79999999999997,1.049062641913113,51.79999999999997,0.8397030768748915,51.79999999999997,0.8369969088240521,51.79999999999997,0.8371013067124802,51.79999999999997,0.8377529962364518
53.19999999999997,1.050321312557368,53.19999999999997,0.8406176228253968,53.19999999999997,0.8378262229865322,53.19999999999997,0.8379247213076686,53.19999999999997,0.838570758555623
54.59999999999997,1.051554097250485,54.59999999999997,0.841534896772167,54.59999999999997,0.8386553128489501,54.59999999999997,0.8387478900112295,54.59999999999997,0.8393882577305476
55.99999999999996,1.052761917369956,55.99999999999996,0.8424550051126727,55.99999999999996,0.8394841787139322,55.99999999999996,0.8395708123998835,55.99999999999996,0.8402054933821588
57.39999999999996,1.053945645973989,57.39999999999996,0.8433780573770393,57.39999999999996,0.8403128208798153,57.39999999999996,0.8403934880205089,57.39999999999996,0.8410224650971703
58.79999999999996,1.055106110406546,58.79999999999996,0.844304166243511,58.79999999999996,0.8411412396386004,58.79999999999996,0.8412159163877253,58.79999999999996,0.8418391724253298
60.19999999999996,1.056244094801185,60.19999999999996,0.8452334475460965,60.19999999999996,0.8419694352740559,60.19999999999996,0.842038096981803,60.19999999999996,0.8426556148767793
61.59999999999996,1.057360342505175,61.59999999999996,0.8461660202735871,61.59999999999996,0.8427974080597235,61.59999999999996,0.842860029245411,61.59999999999996,0.8434717919189288
62.99999999999996,1.058455558429261,62.99999999999996,0.847102006559504,62.99999999999996,0.8436251582564819,62.99999999999996,0.8436817125807874,62.99999999999996,0.8442877029731695
64.39999999999996,1.059530411306225,64.39999999999996,0.8480415316621734,64.39999999999996,0.8444526861098756,64.39999999999996,0.8445031463465421,64.39999999999996,0.8451033474114661
65.79999999999997,1.060585535828365,65.79999999999997,0.8489847239344287,65.79999999999997,0.8452799918475711,65.79999999999997,0.8453243298540266,65.79999999999997,0.8459187245523576
67.19999999999997,1.061621534623883,67.19999999999997,0.8499317147819078,67.19999999999997,0.8461070756762276,67.19999999999997,0.8461452623637427,67.19999999999997,0.8467338336566738
68.59999999999998,1.062638980036897,68.59999999999998,0.8508826386093662,68.59999999999998,0.8469339377778582,68.59999999999998,0.8469659430807387,68.59999999999998,0.8475486739233918
70,1.063638415689547,70,0.8518376327548154,70,0.8477605783066243,70,0.847786371150432,70,0.8483632444840817
