/Vd X,/Vd Y
1.637695131379693e-07,1.193553059336683
1.642116613351723e-07,1.191345325597849
1.64544935544804e-07,1.189681735693388
1.648328361748053e-07,1.188245078751304
1.652712870997995e-07,1.186058157848527
1.656016635052003e-07,1.184411231749859
1.659366205770769e-07,1.182742450214996
1.66366184179981e-07,1.180604069894645
1.669253688504783e-07,1.177824043492466
1.67666753546121e-07,1.174146354504836
1.686672375706231e-07,1.169203735062646
1.700328665148494e-07,1.162513018986551
1.714384276349766e-07,1.155723775867195
1.727764801609606e-07,1.149386085348513
1.740839561440889e-07,1.143345709206455
1.753858940421553e-07,1.137513361244817
1.767080328407187e-07,1.131807698215382
1.780821395438455e-07,1.126139535989375
1.795352600223396e-07,1.120465364278342
1.81090861770889e-07,1.114785673257292
1.827726857513696e-07,1.109135563776404
1.846064671441246e-07,1.103588600385553
1.866229940792298e-07,1.098262811581257
1.883114970396149e-07,1.094447468580569
1.9e-07,1.091235280181617
1.904896053252761e-07,1.090538966692742
1.914688159758282e-07,1.08950136920846
1.934272372769324e-07,1.089132835802588
1.956105918951718e-07,1.091483226372655
1.978974344179801e-07,1.097089918999782
2e-07,1.105084245280518
2.00502312338709e-07,1.107272116378874
2.01506937016127e-07,1.111535441745126
2.03449489303654e-07,1.119270495257532
2.068929478926967e-07,1.131281689067436
2.1e-07,1.140240071762512
2.106390063673577e-07,1.141986165321487
2.11917019102073e-07,1.145686184945721
2.144730445715037e-07,1.154072819459447
2.176918073724203e-07,1.166525846452611
2.211028328311675e-07,1.181983001794374
2.24587101022155e-07,1.200096830032898
2.252884278001899e-07,1.204023297271499
2.266127112610752e-07,1.211682512182354
2.272185201446773e-07,1.21529056734451
2.278928851118094e-07,1.219378988339824
2.284925806339419e-07,1.223070440596578
2.290041110007402e-07,1.22624975219475
2.296257823918961e-07,1.230123038562218
2.304781912582059e-07,1.235345757930306
2.311574746579556e-07,1.23932967348995
2.317863916304106e-07,1.242769976417893
2.324029273674195e-07,1.24580345874259
2.327163175802569e-07,1.247191336933208
2.33045433330946e-07,1.248516735035948
2.332990175459479e-07,1.24943832799345
2.335611351630963e-07,1.250295270983392
2.338699867326746e-07,1.251177276689023
2.341453377607423e-07,1.251846397422244
2.344507206949202e-07,1.252459763677928
2.348267591402414e-07,1.253031709816251
2.352770741595508e-07,1.2534572346016
2.35799175684511e-07,1.253610496193392
2.364262193107878e-07,1.25333952810887
2.372392974063232e-07,1.252312861510445
2.376543968572666e-07,1.251514098989491
2.384845957591535e-07,1.24943841025897
2.388758731088102e-07,1.24825676391961
2.394379365544051e-07,1.246364627394744
2.4e-07,1.244273592963115
2.402216765116011e-07,1.243404554963122
2.406650295348033e-07,1.241660233968068
2.415369208784415e-07,1.238247367291154
2.420083008668773e-07,1.236430531343772
2.429510608437489e-07,1.232928701530467
2.435723765198073e-07,1.230743336920737
2.444010814700182e-07,1.22801597879922
2.455511052403339e-07,1.224631978130022
2.464682938179961e-07,1.222285516146131
2.476071810978382e-07,1.219823769464306
2.488035905489191e-07,1.217786280354543
2.494017952744595e-07,1.216979651497522
2.5e-07,1.216315190433167
2.50946179129731e-07,1.21501786477202
2.524077153362325e-07,1.212481963630008
2.537386941718824e-07,1.209494352643796
2.548824573883641e-07,1.206380738402107
2.560731212102881e-07,1.202593891604855
2.565139715664854e-07,1.201050593711784
2.571775812374775e-07,1.198584333555328
2.57714236352421e-07,1.196464924938216
2.5814441563155e-07,1.194685956618847
2.586782591946607e-07,1.192380252409616
2.592032355246322e-07,1.190008107126361
2.596016177623161e-07,1.188139416415319
2.6e-07,1.186212301093537
2.60729764212379e-07,1.182650464870716
2.618169769193706e-07,1.177383334328795
2.630024939049319e-07,1.171721500618252
2.64218042769874e-07,1.166031948273101
2.654679783181678e-07,1.16033211391534
2.667506272790484e-07,1.154670656777004
2.680806694903722e-07,1.149029297666673
2.694818383805693e-07,1.143367614785257
2.709757177111924e-07,1.137678749724023
2.72583576212099e-07,1.131986992047199
2.743287446623397e-07,1.126347059640264
2.762380955127769e-07,1.120851812445621
2.783459469667872e-07,1.115640689319457
2.807011573498036e-07,1.110918037296373
2.83380388307366e-07,1.106997156478463
2.865192581280009e-07,1.10440927211424
2.9e-07,1.104098861658169
2.906424537426629e-07,1.104546752524781
2.919273612279887e-07,1.106058191800336
2.944971761986404e-07,1.112025750335777
2.968506949340538e-07,1.121010396404889
2.984253474670269e-07,1.128905661464657
3e-07,1.138307428196079
3.004731289855513e-07,1.141314923674691
3.01419386956654e-07,1.14722481344803
3.032891206019991e-07,1.158406542042067
3.067724187839528e-07,1.177409974579811
3.1e-07,1.192859660674161
3.109713948290835e-07,1.197381226455009
3.129141844872506e-07,1.206858094788854
3.133653368588557e-07,1.209147446924905
3.142661120752888e-07,1.213827613228066
3.148814067678634e-07,1.217106693097025
3.154935284996668e-07,1.220430080608469
3.160641721454025e-07,1.22357394924126
3.166555480807761e-07,1.226859917121922
3.175951026588969e-07,1.232038714841232
3.183904031237643e-07,1.236254500316714
3.190620919899821e-07,1.239579336437063
3.197248933311327e-07,1.242528639433371
3.203304575397974e-07,1.244839123850302
3.206136445452964e-07,1.245776052337666
3.208942543379662e-07,1.24660276698858
3.21161061852278e-07,1.247289619709308
3.214596351363666e-07,1.247940499934595
3.217562328281863e-07,1.248463131959051
3.220638446067766e-07,1.248875422751967
3.224281719540605e-07,1.249195786295472
3.228619735356316e-07,1.249346727777901
3.233743199052706e-07,1.249216501253245
3.239792137886933e-07,1.248659630959867
3.247395848613351e-07,1.247396867778835
3.251581611314416e-07,1.246453567794961
3.259953136716546e-07,1.244117385133492
3.263899193875016e-07,1.242826201163168
3.271791308191955e-07,1.239947910387189
3.27590296557458e-07,1.238309927250354
3.284126280339829e-07,1.234818416880309
3.288671314571739e-07,1.232785060878624
3.297761383035561e-07,1.228570094460463
3.303369754035185e-07,1.225894580028345
3.310505048423274e-07,1.222438073649409
3.317545821752275e-07,1.218989836619997
3.324702649636294e-07,1.215460977871256
3.335220872026918e-07,1.210251599618648
3.346503642736911e-07,1.204648027788682
3.356328836963368e-07,1.199763422327725
3.365664288248563e-07,1.195124880635154
3.369365234696445e-07,1.193287796320377
3.373507632994003e-07,1.19123393045381
3.376745034319168e-07,1.189630997495973
3.3796342718643e-07,1.188202420894267
3.384180266624608e-07,1.185959171532422
3.387480900890173e-07,1.184334337530301
3.390781856625184e-07,1.18271305540166
3.395039712754029e-07,1.180628036366146
3.4e-07,1.178209182937256
3.407215582779587e-07,1.174935360690472
3.41828052228358e-07,1.170272289619378
3.429832452339561e-07,1.165982207902115
3.441816925949722e-07,1.162212767572177
3.454537995922836e-07,1.159009101886649
3.467893245989096e-07,1.156560922774426
3.482047180024223e-07,1.155019003550367
3.491023590012112e-07,1.154612249019226
3.5e-07,1.154656271040267
3.504348959732515e-07,1.154743016335903
3.513046879197546e-07,1.154813528204204
3.530442718127607e-07,1.154475201012526
3.548047704255016e-07,1.153486539751293
3.566998177349495e-07,1.151717406512272
3.583499088674747e-07,1.149599982153542
3.6e-07,1.146961936436685
3.604762172341873e-07,1.146174086406789
3.614286517025619e-07,1.144715927634475
3.633335206393111e-07,1.142368862526809
3.661831915321904e-07,1.140333840365419
3.695515012709148e-07,1.140241883392561
3.732086111233427e-07,1.142985966521221
3.770572151129375e-07,1.149047736232503
3.810026738788784e-07,1.158587735754063
3.84981595588655e-07,1.171539375532169
3.874907977943275e-07,1.181389746055502
3.9e-07,1.192505472520082
3.907977487465574e-07,1.196617861493653
3.923932462396724e-07,1.205741796045232
3.928118551290245e-07,1.208350649593741
3.936490729077287e-07,1.213865910840026
3.941872746737336e-07,1.217622041916295
3.947346483161171e-07,1.221608743743017
3.952258394607191e-07,1.225323312639742
3.956912021974374e-07,1.22895200844819
3.963059380084502e-07,1.233875090617003
3.970732186273356e-07,1.240123493446029
3.977281815905379e-07,1.245431330397853
3.983412416067335e-07,1.250255356093196
3.986176280881926e-07,1.252360693891608
3.98839878283506e-07,1.25401074976891
3.990576248592052e-07,1.255583507078497
3.992404050083779e-07,1.256867348761237
3.994627878780769e-07,1.258382211109554
3.996797801701134e-07,1.259809298687651
3.998398900850567e-07,1.260829659237464
4e-07,1.261822243544069
4.003133279484929e-07,1.263554324882068
4.006339482108676e-07,1.265200950637356
4.009229855991776e-07,1.266543828368039
4.015010603757976e-07,1.268797153322104
4.021745678396347e-07,1.27071437050591
4.029474723308196e-07,1.272031288987722
4.033664968697587e-07,1.272370495668038
4.042045459476371e-07,1.272340671071001
4.045861969191127e-07,1.272031702119889
4.053494988620639e-07,1.270927069363635
4.057420028687012e-07,1.270123487641563
4.065270108819759e-07,1.268102647521762
4.069515330603123e-07,1.26679842754345
4.07800577416985e-07,1.263814340289327
4.083036273545415e-07,1.261831560985285
4.089504985208401e-07,1.259076072295493
4.0947524926042e-07,1.256684315599708
4.1e-07,1.254162187682286
4.110495014791599e-07,1.248954342962824
4.119403151886605e-07,1.244525121421947
4.128070501618092e-07,1.240208334743166
4.145405201081065e-07,1.231562420049631
4.153514505744379e-07,1.227513827958304
4.162144179238488e-07,1.223203886993602
4.16968956796136e-07,1.219434652129951
4.176421981776218e-07,1.216071119559493
4.185056064676686e-07,1.211757191615165
4.194788694930982e-07,1.20689422807229
4.204886195694084e-07,1.201849134715866
4.214205817074495e-07,1.197193390711351
4.220063936667925e-07,1.194267587787472
4.223598826747361e-07,1.192502528654561
4.227342068301592e-07,1.190633945438451
4.230222676609985e-07,1.189196426451973
4.233314905807655e-07,1.187653835021686
4.23704178386953e-07,1.185795530361128
4.240161219833853e-07,1.184240980295617
4.243544562523079e-07,1.182555971423528
4.247820120146885e-07,1.180428490932543
4.253332657066512e-07,1.177689297816193
4.260574499321707e-07,1.174099154694265
4.27029513756747e-07,1.169300446188592
4.283559247243729e-07,1.162807048330577
4.297394925289569e-07,1.15612958161298
4.31067072401511e-07,1.149847219524743
4.323697174812416e-07,1.143835390107403
4.336713882488122e-07,1.138011354442045
4.349963116683154e-07,1.132302237229445
4.363750866136914e-07,1.126625515127232
4.378344229338674e-07,1.120940701927661
4.389172114669337e-07,1.11695186646415
4.4e-07,1.113169576379655
4.404195422793729e-07,1.111847098761773
4.412586268381188e-07,1.10945084242644
4.429367959556105e-07,1.105861720974922
4.448805038952816e-07,1.103786550783426
4.470702966580601e-07,1.104170752814352
4.4853514832903e-07,1.106049052679601
4.5e-07,1.109233519275494
4.504592331959206e-07,1.110396723775534
4.513776995877617e-07,1.112628153974865
4.532146323714441e-07,1.116639860087039
4.559890632248306e-07,1.121539700180808
4.579945316124153e-07,1.124216843461712
4.6e-07,1.126173642303466
4.605610555602695e-07,1.126690015396893
4.616831666808086e-07,1.127889886351071
4.639273889218867e-07,1.131088398565462
4.670586637602908e-07,1.137368135901798
4.70555487096429e-07,1.146862141331901
4.742811354350129e-07,1.159799842706552
4.781429162807599e-07,1.176196559021559
4.819106759825084e-07,1.195020634339253
4.827371167675338e-07,1.199517666661919
4.843695953647228e-07,1.208772872759574
4.84765267984305e-07,1.211089658387448
4.855132142346954e-07,1.215544302514142
4.862963070397949e-07,1.220305980192054
4.868462057485611e-07,1.223700893254538
4.873555903373507e-07,1.226870966093446
4.880524352124528e-07,1.23120493252433
4.888879379998273e-07,1.236281239788019
4.895481445839267e-07,1.240093546937582
4.9e-07,1.242547400496371
4.903104951548687e-07,1.244130354439726
4.908163154337837e-07,1.246588585725239
4.910775554559908e-07,1.247783514061043
4.913339571315738e-07,1.248896609961421
4.915702730064662e-07,1.249865282078768
4.919504564066577e-07,1.251301946606158
4.92238010440135e-07,1.252287301169968
4.925030515566245e-07,1.253118042729472
4.928371148772023e-07,1.254060476724653
4.93250314192951e-07,1.255069008964933
4.937357903100028e-07,1.256041626754278
4.943045280541907e-07,1.256908515809163
4.950074044605995e-07,1.257614104064235
4.959966025796195e-07,1.258036278546359
4.964008599254824e-07,1.25803900425279
4.97209374617208e-07,1.257831987872573
4.976000346927426e-07,1.25764835370379
4.983813548438119e-07,1.257186187988702
4.991906774219059e-07,1.256650723024495
5e-07,1.2561383776506
5.004415922133605e-07,1.25574599875984
5.013247766400816e-07,1.254705546157805
5.019676550612352e-07,1.253718936204671
5.028543928969668e-07,1.252049028294623
5.039805561062216e-07,1.249436701868684
5.049585992542119e-07,1.246735978929762
5.069073113923563e-07,1.240191708083957
5.084536556961781e-07,1.23390661906948
5.09226827848089e-07,1.230403121286969
5.1e-07,1.226659740963851
5.103528114805813e-07,1.224896783027937
5.108908162921992e-07,1.222208361678267
5.116181482933143e-07,1.218573730807984
5.122976141516024e-07,1.215178190827518
5.133522044996218e-07,1.209907939583051
5.145744847823006e-07,1.20379983327431
5.155294243980412e-07,1.199028167582232
5.164138487321668e-07,1.194609793755675
5.167727086728988e-07,1.192817418003411
5.17181132344075e-07,1.190777955967921
5.174924795111892e-07,1.189223674476824
5.177821105149488e-07,1.187778216471931
5.181892738651756e-07,1.185747030755926
5.185090216744961e-07,1.18415273539734
5.188403637119507e-07,1.182501519221381
5.19260954030463e-07,1.180407106660078
5.198070881300467e-07,1.177690742719813
5.205267305858733e-07,1.174118552465937
5.21493663230439e-07,1.169336499819766
5.228121043645935e-07,1.162864124512204
5.242273950807543e-07,1.15600654271977
5.255835004010058e-07,1.149557415179274
5.268981974251614e-07,1.143453620001816
5.282022961403917e-07,1.137576666972766
5.29521909221733e-07,1.131841288072881
5.308880663333581e-07,1.126157938713643
5.323289931490873e-07,1.120473746435899
5.338688746663852e-07,1.114781482646543
5.355314298078668e-07,1.109110494135989
5.373420832125192e-07,1.103527978183457
5.386710416062596e-07,1.099839478551074
5.4e-07,1.09650893762069
5.404498399912665e-07,1.095565264538362
5.413495199737993e-07,1.093974242301865
5.431488799388651e-07,1.092219432867304
5.452684938962547e-07,1.092672681627646
5.475292903134149e-07,1.096191283310617
5.487646451567075e-07,1.099440579315111
5.5e-07,1.103627981566782
5.504375066742689e-07,1.105241573235257
5.513125200228066e-07,1.108383828291847
5.53062546719882e-07,1.114262460283519
5.563264910704901e-07,1.123742038901615
5.6e-07,1.132093955444761
5.606669262288786e-07,1.133483983495142
5.620007786866359e-07,1.136494749033163
5.646684836021503e-07,1.143613117248357
5.67958462985458e-07,1.154432069031208
5.714920060147373e-07,1.168522633781097
5.751498344327618e-07,1.185728762542032
5.775945422939079e-07,1.19867295602185
5.782191651375161e-07,1.20216318984359
5.794684108247325e-07,1.20935871216385
5.801741271874909e-07,1.213547583058571
5.809487011083562e-07,1.218242778693043
5.815928000368794e-07,1.222216446623552
5.821051236880002e-07,1.225412114916444
5.826704318797946e-07,1.228953702879774
5.8353760641139e-07,1.23432112055553
5.842435985996988e-07,1.238524513231238
5.848719337056978e-07,1.242034291958424
5.854943282777402e-07,1.24518638405553
5.858453451075695e-07,1.246789146740173
5.862098519724145e-07,1.24829349783857
5.864748834381633e-07,1.24927602090168
5.867205508972383e-07,1.250098487314142
5.870591522873375e-07,1.251088813756241
5.873412436851437e-07,1.251786189344185
5.876381163565839e-07,1.252395133757654
5.880079464393344e-07,1.252976870483051
5.884556406284173e-07,1.253425089757042
5.889740520704741e-07,1.253607103856603
5.894870260352371e-07,1.253448414699335
5.900000000000001e-07,1.252972931333163
5.901371230615439e-07,1.252790231982442
5.904113691846315e-07,1.252394470848632
5.909598614308068e-07,1.251470375288841
5.913508840046127e-07,1.250711626828553
5.921329291522246e-07,1.248996096126389
5.92526067367525e-07,1.248049919536474
5.933123437981259e-07,1.246054790184968
5.937232430490887e-07,1.244975296013709
5.945450415510143e-07,1.24280901265745
5.950022769728037e-07,1.241619452046059
5.959167478163825e-07,1.239347624729405
5.965042626598661e-07,1.23798914289951
5.972687633310249e-07,1.236373716262451
5.981630583105885e-07,1.234734030623961
5.990815291552943e-07,1.233352626233152
6.000000000000001e-07,1.232291274553685
6.009470743588162e-07,1.230997239152985
6.024023537619253e-07,1.228476546237318
6.036635980604029e-07,1.225664699357321
6.047098063227e-07,1.222864048964003
6.056360179861022e-07,1.220022877663038
6.065569033442567e-07,1.216858778593971
6.076119970282583e-07,1.212816821681132
6.089598789091926e-07,1.207005708943778
6.1e-07,1.202025216340581
6.104266328103836e-07,1.19989390575609
6.112093260831619e-07,1.195984594326357
6.117884800779105e-07,1.193092974558793
6.122022467458707e-07,1.191027923301358
6.125039421945698e-07,1.189522761735223
6.128981288143506e-07,1.187557072632539
6.132659819813656e-07,1.185723820017774
6.13603180191999e-07,1.184044465487984
6.140036080930431e-07,1.182051879542028
6.145161407682026e-07,1.179504671528206
6.151852320201814e-07,1.176186285045396
6.160797159523665e-07,1.171766335011402
6.172964946775098e-07,1.165796371593717
6.186628629708027e-07,1.159176082088746
6.199981516108475e-07,1.15282347993723
6.21299886822277e-07,1.146775107809761
6.225977472992026e-07,1.140919358150364
6.239146065970526e-07,1.135187159081187
6.252785674446088e-07,1.129502225386506
6.267173754988243e-07,1.123813396712763
6.282550758618062e-07,1.118113492559678
6.299150987258334e-07,1.112432161285972
6.317227184022657e-07,1.106835972284938
6.337076531536881e-07,1.101434638472717
6.359090122246038e-07,1.096391937111862
6.37954506112302e-07,1.092625746072652
6.4e-07,1.089765360626832
6.405335397009881e-07,1.089313850317446
6.416006191029643e-07,1.088834725868833
6.437347779069167e-07,1.08991118819527
6.459815958931258e-07,1.094054942991611
6.482904692355803e-07,1.101548623312531
6.5e-07,1.109207701259462
6.504750621741777e-07,1.1115432756726
6.514251865225332e-07,1.116112930314329
6.533099271051806e-07,1.124697318118313
6.567626273371886e-07,1.138709168729133
6.599999999999999e-07,1.149812792976001
6.606562563524244e-07,1.151954215785882
6.619687690572733e-07,1.156452108099696
6.645937944669711e-07,1.166466756559771
6.677604452106449e-07,1.180370582990882
6.710563911744659e-07,1.196913877896704
6.717865028412791e-07,1.200861292295325
6.732467261749054e-07,1.209052593692449
6.736170956814622e-07,1.211192407354139
6.743470941511694e-07,1.215480794964762
6.751192252703175e-07,1.220111704592376
6.756714764960477e-07,1.223475385770883
6.761859110374609e-07,1.226634925762222
6.768863164468508e-07,1.23093515210215
6.777280939603535e-07,1.235984393345776
6.783934436672321e-07,1.239776132302623
6.790259542923366e-07,1.243106458831928
6.796325933295634e-07,1.245946128039896
6.79912632537972e-07,1.2471203942664
6.802020307360161e-07,1.24822875250611
6.804475722779794e-07,1.249079444577649
6.80767967451376e-07,1.250060258482046
6.810625167842467e-07,1.250830931935143
6.813347456923912e-07,1.251431265059016
6.816600269867705e-07,1.252008624109302
6.820601366452979e-07,1.252513615430857
6.825330200390675e-07,1.252827476204272
6.830844274699513e-07,1.252823763931144
6.837569010475119e-07,1.252316118448024
6.846669178500212e-07,1.25083939226222
6.850744135092069e-07,1.249904716153232
6.858894048275784e-07,1.247608492792829
6.86283068213977e-07,1.246313418734145
6.870703949867743e-07,1.243429069225296
6.874804745422418e-07,1.241789275252335
6.883006336531767e-07,1.238296146878311
6.891503168265883e-07,1.234451660833345
6.9e-07,1.230449793194671
6.904945559657957e-07,1.22814679076289
6.912359866214488e-07,1.224806819411156
6.921964150361326e-07,1.220748111006251
6.929546551035602e-07,1.217777331395602
6.940338285163333e-07,1.213926241807212
6.951206153148861e-07,1.210506739914413
6.959927856732112e-07,1.208099646558157
6.968472160389418e-07,1.206035113947729
6.977136073032265e-07,1.204240351074181
6.985893117954321e-07,1.202734156828889
6.994154910868903e-07,1.201599576627024
7e-07,1.200966465209683
7.002678617302915e-07,1.200681106390627
7.007182005897896e-07,1.200154049858002
7.013249243336997e-07,1.19933089796206
7.01990190191384e-07,1.198274478714345
7.025449702352591e-07,1.197270839217644
7.031594322180236e-07,1.196030991708785
7.039339232935108e-07,1.194280801265123
7.049682401529002e-07,1.191628685850629
7.061451408017858e-07,1.188192195612126
7.073624260995067e-07,1.184192552196343
7.086235550207137e-07,1.179597832598176
7.093117775103568e-07,1.176904056711366
7.1e-07,1.174084397326047
7.104086980680258e-07,1.172396978074475
7.112260942040773e-07,1.169083216549388
7.128608864761804e-07,1.162766636732811
7.143914673929382e-07,1.157260936906831
7.160091020739076e-07,1.151900953829763
7.178773359578953e-07,1.146330734364235
7.199334082269487e-07,1.141003893289633
7.222059426804002e-07,1.136132767381775
7.24783815800504e-07,1.131938573055286
7.27777022406843e-07,1.128884779069444
7.314025450681069e-07,1.127837311849033
7.352518237410532e-07,1.12991771488717
7.376259118705266e-07,1.13283544817683
7.4e-07,1.136990535062855
7.409086598225117e-07,1.139325550608246
7.427259794675351e-07,1.145209921873122
7.452751999168107e-07,1.156674844337241
7.475936035880113e-07,1.170445773841641
7.487968017940056e-07,1.178852031360472
7.5e-07,1.188116981687582
7.505042622406575e-07,1.192126487261672
7.515127867219724e-07,1.200016782666295
7.52520789412565e-07,1.20770157981704
7.536759842682504e-07,1.216243364855023
7.541770218562904e-07,1.219857015778881
7.546794839308281e-07,1.223421093210928
7.551570531739829e-07,1.226745747650728
7.556827874031801e-07,1.23031833723663
7.56499760821111e-07,1.235603652987618
7.57093462849347e-07,1.239167909436152
7.576371164669803e-07,1.242155033144863
7.581994808867799e-07,1.244885805564735
7.587236161379306e-07,1.247033442529417
7.589768407853273e-07,1.247919958443222
7.592273609542922e-07,1.248691219527855
7.594642990871678e-07,1.249319634990307
7.59732149543584e-07,1.249909158989276
7.59866074771792e-07,1.250155527976982
7.6e-07,1.250369543972509
7.602678504564162e-07,1.250665553761543
7.60671724704049e-07,1.2509733596937
