/vout X,/vout Y,/I5/PM0/D X,/I5/PM0/D Y
1.156347083908196e-09,0.9924793236955544,1.156347083908196e-09,-8.704956007014279e-07
1.198307817152114e-09,0.9865261722918817,1.198307817152114e-09,-1.477129827617894e-06
1.254416161720059e-09,0.9789160076354936,1.254416161720059e-09,-2.237463149626863e-06
1.31474289627929e-09,0.9711249159777983,1.31474289627929e-09,-2.998314605610631e-06
1.38098823646876e-09,0.9629758934349371,1.38098823646876e-09,-3.775202544837742e-06
1.453369736231232e-09,0.9544974344358396,1.453369736231232e-09,-4.563096560150226e-06
1.525751235993705e-09,0.9464128745521539,1.525751235993705e-09,-5.295159166084234e-06
1.610639055587489e-09,0.9373765888747411,1.610639055587489e-09,-6.091361124981958e-06
1.704607781496158e-09,0.9278761883818828,1.704607781496158e-09,-6.903611302805426e-06
1.809818760781469e-09,0.917803517186666,1.809818760781469e-09,-7.73726968205627e-06
1.929774424048867e-09,0.9069758524739421,1.929774424048867e-09,-8.602200469190813e-06
2.025501235577038e-09,0.898797651476149,2.025501235577038e-09,-9.234335278320928e-06
2.025751235993705e-09,0.8987768338757269,2.025751235993705e-09,-9.235969664994204e-06
2.026025665557904e-09,0.8987539837501506,2.026025665557904e-09,-9.2377101865596e-06
2.026276908441933e-09,0.8987330661673817,2.026276908441933e-09,-9.239302697068939e-06
2.026508525968281e-09,0.8987137846782224,2.026508525968281e-09,-9.240771703432713e-06
2.026971761020976e-09,0.8986752283760645,2.026971761020976e-09,-9.243708882161763e-06
2.027898231126367e-09,0.8985981423691345,2.027898231126367e-09,-9.249579733774718e-06
2.029751171337149e-09,0.8984440739103599,2.029751171337149e-09,-9.261307507839245e-06
2.03229750844176e-09,0.8982325729359633,2.03229750844176e-09,-9.277395136095165e-06
2.035199575485271e-09,0.8979918394660482,2.035199575485271e-09,-9.295691236157223e-06
2.038601216195064e-09,0.8977100948489061,2.038601216195064e-09,-9.317084629221426e-06
2.04263932820532e-09,0.8973762371633741,2.04263932820532e-09,-9.342407803103792e-06
2.047434539829992e-09,0.8969806338284692,2.047434539829992e-09,-9.372375885325061e-06
2.053028972056514e-09,0.8965202547512592,2.053028972056514e-09,-9.407198015082709e-06
2.059394433002037e-09,0.8959979374636236,2.059394433002037e-09,-9.446636011084013e-06
2.066566148763723e-09,0.8954113810742599,2.066566148763723e-09,-9.490837058681262e-06
2.074710100166388e-09,0.8947477590460305,2.074710100166388e-09,-9.540734233498667e-06
2.084153976216575e-09,0.8939814547268166,2.084153976216575e-09,-9.598205170415156e-06
2.095493163805415e-09,0.8930659287106743,2.095493163805415e-09,-9.666661230076698e-06
2.110055102249376e-09,0.891897446157433,2.110055102249376e-09,-9.753705767475066e-06
2.134580165546989e-09,0.889947676242046,2.134580165546989e-09,-9.898138989174703e-06
2.154356185520648e-09,0.8883918716224266,2.154356185520648e-09,-1.001266310340737e-05
2.168327673478845e-09,0.8873014486970967,2.168327673478845e-09,-1.0092547229276e-05
2.180173977671508e-09,0.8863824912893052,2.180173977671508e-09,-1.015962435711992e-05
2.190810363975168e-09,0.8855617321968402,2.190810363975168e-09,-1.021934424519919e-05
2.200935315013033e-09,0.8847842235323964,2.200935315013033e-09,-1.027575250729209e-05
2.209855936746849e-09,0.8841022356172664,2.209855936746849e-09,-1.032509907443639e-05
2.219188455946811e-09,0.8833917838242439,2.219188455946811e-09,-1.037637435300335e-05
2.2286872646278e-09,0.8826718300471055,2.2286872646278e-09,-1.042819939529796e-05
2.238410617973306e-09,0.8819381346522078,2.238410617973306e-09,-1.048087289165133e-05
2.248534869204084e-09,0.8811776892892217,2.248534869204084e-09,-1.053531703816356e-05
2.259180011607807e-09,0.8803819447546811,2.259180011607807e-09,-1.059212534496654e-05
2.270520186856803e-09,0.8795385287859242,2.270520186856803e-09,-1.065215503118986e-05
2.282707798606029e-09,0.8786369755194005,2.282707798606029e-09,-1.071611585230642e-05
2.296291073915464e-09,0.8776381027502649,2.296291073915464e-09,-1.078673180620556e-05
2.310858162704878e-09,0.8765737616241662,2.310858162704878e-09,-1.086168819679899e-05
2.326816388413335e-09,0.8754158734584178,2.326816388413335e-09,-1.094289574920299e-05
2.343838299616205e-09,0.8741900474376598,2.343838299616205e-09,-1.10284860632291e-05
2.361347847429355e-09,0.8729389583222664,2.361347847429355e-09,-1.111543584104569e-05
2.378805463801582e-09,0.8717014298599745,2.378805463801582e-09,-1.12010418051742e-05
2.395841865033647e-09,0.8705031508916077,2.395841865033647e-09,-1.12835528621388e-05
2.412303121239958e-09,0.8693540552220744,2.412303121239958e-09,-1.136232672722591e-05
2.428065344262081e-09,0.8682617268259007,2.428065344262081e-09,-1.14368912988508e-05
2.443441498489749e-09,0.8672036043456753,2.443441498489749e-09,-1.150882597562218e-05
2.458190346569513e-09,0.8661955115162686,2.458190346569513e-09,-1.157708985028351e-05
2.47254837985503e-09,0.8652205376609822,2.47254837985503e-09,-1.164286109069773e-05
2.486681383245703e-09,0.864266974590246,2.486681383245703e-09,-1.170695050579789e-05
2.50074099067664e-09,0.8633243586623319,2.50074099067664e-09,-1.177007362382322e-05
2.513371113543506e-09,0.8624826502652777,2.513371113543506e-09,-1.182624598378104e-05
2.526001236410371e-09,0.8616457119726297,2.526001236410371e-09,-1.188191912393036e-05
2.541985803695462e-09,0.8605932864456928,2.541985803695462e-09,-1.195167050346445e-05
2.559926637595288e-09,0.8594210459476651,2.559926637595288e-09,-1.20290281536213e-05
2.56701753648994e-09,0.858960338950712,2.56701753648994e-09,-1.205933535670452e-05
2.57306054604911e-09,0.8585688802997122,2.57306054604911e-09,-1.208504563921866e-05
2.57955807590991e-09,0.8581491707029256,2.57955807590991e-09,-1.211256845998672e-05
2.583647989121017e-09,0.8578856036842994,2.583647989121017e-09,-1.212982800790953e-05
2.587071233277483e-09,0.8576653719816646,2.587071233277483e-09,-1.214423846390495e-05
2.590864218685857e-09,0.8574217627917206,2.590864218685857e-09,-1.216016796271593e-05
2.593412711565608e-09,0.8572583263273973,2.593412711565608e-09,-1.217084732070681e-05
2.595470532819528e-09,0.8571265087552392,2.595470532819528e-09,-1.217945848496821e-05
2.597652765673141e-09,0.8569868761302684,2.597652765673141e-09,-1.218857590025215e-05
2.599500493712032e-09,0.8568687758343637,2.599500493712032e-09,-1.219628340368166e-05
2.601102294216351e-09,0.8567664949469477,2.601102294216351e-09,-1.220295560689598e-05
2.602522701386778e-09,0.8566758794446768,2.602522701386778e-09,-1.220886420547517e-05
2.603796574893135e-09,0.8565946813308899,2.603796574893135e-09,-1.221415579610552e-05
2.604979418487582e-09,0.8565193450559838,2.604979418487582e-09,-1.221906147378284e-05
2.60611802412923e-09,0.8564468791920941,2.60611802412923e-09,-1.222377502979147e-05
2.60724663845823e-09,0.8563751276982999,2.60724663845823e-09,-1.222845340096588e-05
2.608361024794124e-09,0.8563043376454068,2.608361024794124e-09,-1.223304926062707e-05
2.60954908900699e-09,0.8562288891359354,2.60954908900699e-09,-1.223792015386599e-05
2.61041729389907e-09,0.8561737193774427,2.61041729389907e-09,-1.224144438155102e-05
2.611159620022176e-09,0.8561265598045129,2.611159620022176e-09,-1.224448751183206e-05
2.611919299329427e-09,0.8560783297427095,2.611919299329427e-09,-1.224760555606416e-05
2.612676147740578e-09,0.856030306400665,2.612676147740578e-09,-1.225070021061142e-05
2.613915573663147e-09,0.8559517072239692,2.613915573663147e-09,-1.225575525819403e-05
2.615285491079293e-09,0.8558648865925642,2.615285491079293e-09,-1.226132687285089e-05
2.616665292905671e-09,0.8557774943539178,2.616665292905671e-09,-1.226692501717271e-05
2.618036340392427e-09,0.8556907165261471,2.618036340392427e-09,-1.227247619706978e-05
2.619372895483293e-09,0.8556061903010185,2.619372895483293e-09,-1.227787825820389e-05
2.62066749040975e-09,0.8555243968964074,2.62066749040975e-09,-1.228310277449591e-05
2.621917498256386e-09,0.8554455122920378,2.621917498256386e-09,-1.228814052038836e-05
2.623118300861171e-09,0.8553698390642821,2.623118300861171e-09,-1.229297420420523e-05
2.624265295217344e-09,0.8552976794447339,2.624265295217344e-09,-1.229758676625633e-05
2.625354896080758e-09,0.855229271869928,2.625354896080758e-09,-1.230196533360601e-05
2.626386142206309e-09,0.8551646886924192,2.626386142206309e-09,-1.230610684301274e-05
2.627363448850613e-09,0.8551036603352805,2.627363448850613e-09,-1.231002674540987e-05
2.628300281142697e-09,0.8550452887567278,2.628300281142697e-09,-1.231373723659798e-05
2.629224122377889e-09,0.8549878925506891,2.629224122377889e-09,-1.231740318729442e-05
2.630184516925826e-09,0.8549283228065714,2.630184516925826e-09,-1.232112708126656e-05
2.631270295074477e-09,0.8548609014595242,2.631270295074477e-09,-1.232519809706564e-05
2.632657275116378e-09,0.8547741722303247,2.632657275116378e-09,-1.233013917984306e-05
2.634361918844993e-09,0.8546654074480651,2.634361918844993e-09,-1.233574091356443e-05
2.636045779223593e-09,0.8545538214637094,2.636045779223593e-09,-1.234077095467035e-05
2.637476916014711e-09,0.854454451018438,2.637476916014711e-09,-1.234485427986718e-05
2.638915564551828e-09,0.8543494509431754,2.638915564551828e-09,-1.2349135706003e-05
2.640421143059239e-09,0.8542345136964675,2.640421143059239e-09,-1.235462091998244e-05
2.642021813737064e-09,0.8541118543733839,2.642021813737064e-09,-1.236353873572756e-05
2.6432570722853e-09,0.854012551982601,2.6432570722853e-09,-1.236900127265123e-05
2.644559908240063e-09,0.8538991573448689,2.644559908240063e-09,-1.237457455841399e-05
2.645771051693903e-09,0.8537791425395823,2.645771051693903e-09,-1.237827621399409e-05
2.646747496476914e-09,0.8536726421331482,2.646747496476914e-09,-1.238345428094146e-05
2.647907794609923e-09,0.8535468306555978,2.647907794609923e-09,-1.239768142506333e-05
2.649032968358638e-09,0.8534324744564238,2.649032968358638e-09,-1.241594942093295e-05
2.650162848826329e-09,0.8533271149016934,2.650162848826329e-09,-1.243665213657993e-05
2.651508554887273e-09,0.8532143048628972,2.651508554887273e-09,-1.246381973769318e-05
2.652929071339524e-09,0.8531108957445317,2.652929071339524e-09,-1.249521251757418e-05
2.654241302996249e-09,0.8530335627579276,2.654241302996249e-09,-1.252746417630345e-05
2.655333864034735e-09,0.8529903420957842,2.655333864034735e-09,-1.255838609791533e-05
2.656203312790563e-09,0.8529760747735156,2.656203312790563e-09,-1.258599795799852e-05
2.656963799760072e-09,0.8529783265510448,2.656963799760072e-09,-1.26087959607076e-05
2.65781475681697e-09,0.852990394874688,2.65781475681697e-09,-1.262854145678778e-05
2.658996929689586e-09,0.8530091930855636,2.658996929689586e-09,-1.264697577023434e-05
2.660072807742166e-09,0.8530191516924898,2.660072807742166e-09,-1.265656653775864e-05
2.661119155812778e-09,0.8530182820341803,2.661119155812778e-09,-1.266151671007089e-05
2.662297501860179e-09,0.8530037471556341,2.662297501860179e-09,-1.26632949961108e-05
2.663598531632642e-09,0.8529717069055466,2.663598531632642e-09,-1.26615904205335e-05
2.664989031139252e-09,0.8529209878710857,2.664989031139252e-09,-1.265677808194534e-05
2.666481462598681e-09,0.8528508102431203,2.666481462598681e-09,-1.264948313566994e-05
2.668103966687752e-09,0.8527602038559359,2.668103966687752e-09,-1.264035185111773e-05
2.669901831945807e-09,0.8526474895570035,2.669901831945807e-09,-1.263002091170601e-05
2.671943242389052e-09,0.8525097627086157,2.671943242389052e-09,-1.261913343823729e-05
2.67432475550116e-09,0.8523425939565406,2.67432475550116e-09,-1.26084344439491e-05
2.677186786675675e-09,0.8521392194929365,2.677186786675675e-09,-1.259889337685058e-05
2.680517940857265e-09,0.8519045064505749,2.680517940857265e-09,-1.259219563311416e-05
2.684078404995879e-09,0.8516586919234791,2.684078404995879e-09,-1.258959654317056e-05
2.687968528539254e-09,0.8513965961026956,2.687968528539254e-09,-1.259110342065419e-05
2.692333447184375e-09,0.8511095226749663,2.692333447184375e-09,-1.259690825103565e-05
2.697364378592292e-09,0.8507857884683442,2.697364378592292e-09,-1.260748775102482e-05
2.703341285440396e-09,0.8504083648217381,2.703341285440396e-09,-1.262371505031564e-05
2.710653755673857e-09,0.8499538786781122,2.710653755673857e-09,-1.264692503528012e-05
2.719905813115688e-09,0.8493863823622486,2.719905813115688e-09,-1.267919538151679e-05
2.730232880413169e-09,0.8487595743484818,2.730232880413169e-09,-1.271705799920265e-05
2.740288199464488e-09,0.8481540357225814,2.740288199464488e-09,-1.275465474443341e-05
2.75069004337545e-09,0.8475314643820739,2.75069004337545e-09,-1.279366869151663e-05
2.761957939694097e-09,0.8468608467672307,2.761957939694097e-09,-1.2835744099168e-05
2.77469953491319e-09,0.8461069501312737,2.77469953491319e-09,-1.288294092265948e-05
2.789824170607902e-09,0.8452179975533676,2.789824170607902e-09,-1.293839234970964e-05
2.808632027281127e-09,0.8441214803581504,2.808632027281127e-09,-1.300649068753101e-05
2.833291508903676e-09,0.8426987062199235,2.833291508903676e-09,-1.309438011982276e-05
2.867690550583649e-09,0.8407420693854121,2.867690550583649e-09,-1.321440824240743e-05
2.917235026228706e-09,0.8379810416935399,2.917235026228706e-09,-1.338214689354024e-05
2.976232257473229e-09,0.8347805170199107,2.976232257473229e-09,-1.357420409153796e-05
3.025751235993705e-09,0.8321669892802903,3.025751235993705e-09,-1.372914987167081e-05
3.033660972318314e-09,0.8317564645948571,3.033660972318314e-09,-1.375336145290214e-05
3.042265228661499e-09,0.8313112331246132,3.042265228661499e-09,-1.377952474481449e-05
3.053362762466176e-09,0.8307396808717321,3.053362762466176e-09,-1.381306166759643e-05
3.075557830075532e-09,0.8296063039350493,3.075557830075532e-09,-1.387932527580808e-05
3.107877872539817e-09,0.8279792988903298,3.107877872539817e-09,-1.397389568119172e-05
3.153902763030156e-09,0.8257101367665817,3.153902763030156e-09,-1.410470283814587e-05
3.231970392496341e-09,0.8219882396687872,3.231970392496341e-09,-1.43165136359871e-05
3.388105651428712e-09,0.8150136583891655,3.388105651428712e-09,-1.470431917968299e-05
3.700376169293454e-09,0.8028440602930529,3.700376169293454e-09,-1.535285133324295e-05
4.094894979579735e-09,0.7905465775569839,4.094894979579735e-09,-1.597256528389081e-05
4.481435571863625e-09,0.7813916609849177,4.481435571863625e-09,-1.641113161621837e-05
4.874906806618017e-09,0.7745328866814808,4.874906806618017e-09,-1.672705789381012e-05
5.307131105494446e-09,0.7693194766827469,5.307131105494446e-09,-1.695992868685307e-05
5.832855738255039e-09,0.765526473246704,5.832855738255039e-09,-1.712527401527273e-05
6.392862124179696e-09,0.7638106122490842,6.392862124179696e-09,-1.719863766284825e-05
6.946701705402868e-09,0.7638473519278656,6.946701705402868e-09,-1.719638163227017e-05
7.507377721701714e-09,0.7651421942343578,7.507377721701714e-09,-1.713985290159733e-05
8.071700076103926e-09,0.7673515976446926,8.071700076103926e-09,-1.704300891625271e-05
8.627801347292433e-09,0.7701523399144733,8.627801347292433e-09,-1.691887230895178e-05
9.201182190791931e-09,0.7734885130822839,9.201182190791931e-09,-1.676880950963784e-05
9.802301052057545e-09,0.7773134544538064,9.802301052057545e-09,-1.659373777609196e-05
1.045473988865314e-08,0.7817037927852849,1.045473988865314e-08,-1.638873321743112e-05
1.117766655699509e-08,0.7867345869561492,1.117766655699509e-08,-1.614842097749046e-05
1.198438693964142e-08,0.7924434300741549,1.198438693964142e-08,-1.586864841116683e-05
1.262311830086117e-08,0.7969846549665567,1.262311830086117e-08,-1.564067355491071e-05
1.362524861343778e-08,0.804021687432381,1.362524861343778e-08,-1.527785050196122e-05
1.517129650729748e-08,0.8146759260667771,1.517129650729748e-08,-1.470597166329203e-05
1.627685760352751e-08,0.8220966172331124,1.627685760352751e-08,-1.429147704513468e-05
1.848797979598757e-08,0.8363321554776254,1.848797979598757e-08,-1.345850072263856e-05
2.120329625019849e-08,0.8526453564058679,2.120329625019849e-08,-1.244170703880445e-05
2.440692805181307e-08,0.8702291641394061,2.440692805181307e-08,-1.126964396878337e-05
2.872692294371879e-08,0.8912021824553211,2.872692294371879e-08,-9.765957778466669e-06
3.516035350748915e-08,0.9171368156193713,3.516035350748915e-08,-7.743064847154778e-06
4.483400667522397e-08,0.9461780058843478,4.483400667522397e-08,-5.256332936210351e-06
5.412578111177859e-08,0.9651986579029914,5.412578111177859e-08,-3.496824907321976e-06
6.326679551517639e-08,0.9776909625772336,6.326679551517639e-08,-2.283428364351068e-06
7.278170890249953e-08,0.9861531129970937,7.278170890249953e-08,-1.435009766568449e-06
7.66680880941255e-08,0.9885464131173427,7.66680880941255e-08,-1.191141806649663e-06
8.444084647737744e-08,0.9921779492884104,8.444084647737744e-08,-8.177776202242536e-07
8.929966315482978e-08,0.9938296518915494,8.929966315482978e-08,-6.466359993665394e-07
9.901729650973447e-08,0.9961991510586342,9.901729650973447e-08,-3.996640997483955e-07
1.059011084410506e-07,0.9973108057734227,1.059011084410506e-07,-2.832050005649707e-07
1.149443397544269e-07,0.9983035976642949,1.149443397544269e-07,-1.788777515119318e-07
1.255272698629633e-07,0.9990277089126037,1.255272698629633e-07,-1.025939324417355e-07
1.346735567632147e-07,0.9994029133570622,1.346735567632147e-07,-6.300348626077744e-08
1.529661305637174e-07,0.9998045628357057,1.529661305637174e-07,-2.057464921408083e-08
1.569624894890387e-07,0.9998430465646504,1.569624894890387e-07,-1.650676492959549e-08
1.589606689516994e-07,0.9998579173634855,1.589606689516994e-07,-1.493473791647843e-08
1.599597586830297e-07,0.9998645695457716,1.599597586830297e-07,-1.423149783971231e-08
1.619579381456904e-07,0.9998768604029236,1.619579381456904e-07,-1.293212549590159e-08
1.659542970710118e-07,0.9998981996851989,1.659542970710118e-07,-1.067605585904589e-08
1.739470149216545e-07,0.9999308440282164,1.739470149216545e-07,-7.224501400973631e-09
1.769246857036895e-07,0.9999400236934661,1.769246857036895e-07,-6.253857241964226e-09
1.828800272677595e-07,0.9999548873994445,1.828800272677595e-07,-4.682136043323846e-09
1.84628912985303e-07,0.999958453057892,1.84628912985303e-07,-4.305085319750868e-09
1.881266844203899e-07,0.9999647395419211,1.881266844203899e-07,-3.640311225097708e-09
1.951222272905638e-07,0.9999746578395728,1.951222272905638e-07,-2.591460589913361e-09
1.975014831002349e-07,0.9999773116932631,1.975014831002349e-07,-2.310812933168036e-09
2.02259994719577e-07,0.9999817922171534,2.02259994719577e-07,-1.836988171458997e-09
2.117770179582613e-07,0.9999883197376014,2.117770179582613e-07,-1.146678193651111e-09
2.153602902673403e-07,0.9999900644374259,2.153602902673403e-07,-9.621673697407158e-10
2.225268348854984e-07,0.9999927673431915,2.225268348854984e-07,-6.763195733479023e-10
2.271262197967184e-07,0.9999940573257443,2.271262197967184e-07,-5.3989572327397e-10
2.363249896191586e-07,0.9999959358361491,2.363249896191586e-07,-3.41230398068903e-10
2.428277784357378e-07,0.9999968337514877,2.428277784357378e-07,-2.462693255242977e-10
2.511332918157997e-07,0.9999976327525737,2.511332918157997e-07,-1.617689453961733e-10
2.607259083658712e-07,0.9999982312060558,2.607259083658712e-07,-9.847785556140058e-11
