/Vcmp X,/Vcmp Y,/CLK X,/CLK Y
7.557503887319428e-08,1.192981304929749,7.557503887319428e-08,0.4921963426548701
7.569269378533246e-08,1.190910831976626,7.569269378533246e-08,0.4704584206146678
7.579326883469458e-08,1.18874167072491,7.579326883469458e-08,0.4520153336584662
7.588421628822499e-08,1.186421255042306,7.588421628822499e-08,0.4354644095459493
7.600537771307986e-08,1.182722609734536,7.600537771307986e-08,0.4136260061921656
7.611179807978556e-08,1.178832508455417,7.611179807978556e-08,0.3946662374755616
7.619785739382116e-08,1.175198727761198,7.619785739382116e-08,0.3795008288552305
7.629482405506992e-08,1.170516788503011,7.629482405506992e-08,0.3626069807953632
7.639332929284817e-08,1.165048772711773,7.639332929284817e-08,0.3456707135472591
7.650883674344205e-08,1.157603780208803,7.650883674344205e-08,0.3261226138384298
7.660541970294638e-08,1.150430373389145,7.660541970294638e-08,0.3100529888683566
7.666121782518334e-08,1.145863965832677,7.666121782518334e-08,0.3008899185760919
7.671377686270904e-08,1.141260726910674,7.671377686270904e-08,0.2923427766881341
7.676350359419819e-08,1.136623950176674,7.676350359419819e-08,0.2843334060899633
7.686295705717648e-08,1.126491337819368,7.686295705717648e-08,0.2685477117455397
7.69074908988719e-08,1.121576499589992,7.69074908988719e-08,0.2615830695029742
7.699655858226274e-08,1.111033133749852,7.699655858226274e-08,0.247853857460033
7.704621282817835e-08,1.104742482460019,7.704621282817835e-08,0.2403189865948831
7.714552132000958e-08,1.091294691894219,7.714552132000958e-08,0.2255136254797784
7.721591733621656e-08,1.08108605036599,7.721591733621656e-08,0.2152385903182286
7.735670936863051e-08,1.059158620822275,7.735670936863051e-08,0.1952579883844499
7.74278338882161e-08,1.047382246634641,7.74278338882161e-08,0.185462906906783
7.749241943299911e-08,1.036334769426342,7.749241943299911e-08,0.1767475206073274
7.755235424824139e-08,1.025818866466889,7.755235424824139e-08,0.1688155172414044
7.761437631260751e-08,1.014703030437857,7.761437631260751e-08,0.1607682563621958
7.767849052854346e-08,1.002994060852007,7.767849052854346e-08,0.1526248625308067
7.774648937659831e-08,0.9903655530535168,7.774648937659831e-08,0.1441864617869891
7.781969288128381e-08,0.9765629550255799,7.781969288128381e-08,0.1353347858556145
7.789960466510494e-08,0.9612876226071112,7.789960466510494e-08,0.1259526693733039
7.798774745071497e-08,0.944229987076992,7.798774745071497e-08,0.1159509162098223
7.80858667465826e-08,0.9250333859648715,7.80858667465826e-08,0.1052539634494641
7.819600220947889e-08,0.9032828898420762,7.819600220947889e-08,0.09380742486951865
7.828946920247413e-08,0.884693988261099,7.828946920247413e-08,0.08456805981262261
7.847640318846463e-08,0.8473042289722849,7.847640318846463e-08,0.06743005818034775
7.862005435217536e-08,0.8184657313566129,7.862005435217536e-08,0.05550504151605706
7.873924181272725e-08,0.7945213473519702,7.873924181272725e-08,0.04645147749261569
7.887781671987442e-08,0.7667204184367673,7.887781671987442e-08,0.03690165175526394
7.905935781328672e-08,0.7304509601704756,7.905935781328672e-08,0.02600801048363877
7.92520242653702e-08,0.6922474843530929,7.92520242653702e-08,0.01648909115373975
7.945201753215481e-08,0.6530147728341683,7.945201753215481e-08,0.008869139114020208
7.968461776425976e-08,0.6080769964301517,7.968461776425976e-08,0.002942660372403427
7.984230888212988e-08,0.5781022600911169,7.984230888212988e-08,0.0007361166495356564
7.999999999999999e-08,0.5485858425201535,7.999999999999999e-08,0
8.031538223574021e-08,0.492129848293879,8.031538223574021e-08,0
8.036174627360592e-08,0.4838737686004742,8.036174627360592e-08,0
8.045447434933732e-08,0.4674886749539383,8.045447434933732e-08,0
8.063993050080014e-08,0.4353273940448027,8.063993050080014e-08,0
8.101084280372577e-08,0.3737891962007737,8.101084280372577e-08,0
8.160702238081946e-08,0.2844474386351665,8.160702238081946e-08,0
8.218130914050924e-08,0.2116240736882112,8.218130914050924e-08,0
8.276888467742741e-08,0.1517822004280087,8.276888467742741e-08,0
8.351305682413536e-08,0.09641145539193673,8.351305682413536e-08,0
8.428123634562566e-08,0.05922239603476437,8.428123634562566e-08,0
8.491807309059157e-08,0.04010359593608104,8.491807309059157e-08,0
8.550005036845912e-08,0.02913343317216782,8.550005036845912e-08,0
8.608554101004575e-08,0.02224089640907144,8.608554101004575e-08,0
8.67086661755549e-08,0.01779547982664867,8.67086661755549e-08,0
8.740959832523847e-08,0.01493137471190873,8.740959832523847e-08,0
8.822708095315029e-08,0.01318754458335815,8.822708095315029e-08,0
8.920735277434266e-08,0.01224405045803591,8.920735277434266e-08,0
9.020735277434266e-08,0.01189367894564923,9.020735277434266e-08,0
9.120735277434265e-08,0.01179996163671879,9.120735277434265e-08,0
9.220735277434265e-08,0.01179470825519668,9.220735277434265e-08,0
9.320735277434265e-08,0.01181049331635838,9.320735277434265e-08,0
9.420735277434264e-08,0.01182533202113852,9.420735277434264e-08,0
9.520735277434264e-08,0.01183478380726106,9.520735277434264e-08,0
9.620735277434263e-08,0.0118397663643743,9.620735277434263e-08,0
9.720735277434263e-08,0.01184203946233714,9.720735277434263e-08,0
9.820735277434262e-08,0.01184293101548579,9.820735277434262e-08,0
9.920735277434262e-08,0.01184321153359005,9.920735277434262e-08,0
1e-07,0.01184324927191618,1e-07,0
