out X,out Y
7.587675811120093e-06,0.1582024501167015
7.623507720462777e-06,0.1593437584789472
7.660518499233569e-06,0.160144905941416
7.702426832509789e-06,0.1604663343066769
7.756670115352881e-06,0.1599807159567043
7.813141030200167e-06,0.1586384038220137
7.868920995346539e-06,0.1568494176058358
7.920818654243696e-06,0.1551294868442587
7.971587776111896e-06,0.1537051672310013
8.024553065484504e-06,0.1527319080722705
8.085989302765745e-06,0.1523677037690807
8.151381605528441e-06,0.1526984315498527
8.222240961411479e-06,0.1534036195456085
8.284225019985096e-06,0.1538993178236668
8.345077801596721e-06,0.1539939445367661
8.418692746815337e-06,0.1534746154396833
8.497611508695818e-06,0.1523431357656757
8.585135835256124e-06,0.150880749605782
8.666839300479906e-06,0.1497401058038194
8.753380709969024e-06,0.1490230755628176
8.852618060270411e-06,0.1487312257935144
8.952618060270411e-06,0.1486108664362128
9.052618060270412e-06,0.1482803718333862
9.152618060270413e-06,0.1475919023333661
9.252618060270414e-06,0.1466527390812011
9.352618060270414e-06,0.1456885108588091
9.452618060270415e-06,0.1448801884931137
9.552618060270416e-06,0.144270166031838
9.652618060270417e-06,0.1437728411793426
9.752618060270417e-06,0.1432595846102206
9.852618060270418e-06,0.1426476512177471
9.926309030135209e-06,0.1421275743349118
1e-05,0.141571675435577
