/vout X,/vout Y,/dac_out X,/dac_out Y,/I5/PM0/D X,/I5/PM0/D Y,/I5/vbody X,/I5/vbody Y
1.65100075000125e-06,0.9999948198245843,1.65100075000125e-06,0,1.65100075000125e-06,-4.683001388652738e-12,1.65100075000125e-06,0.9823631158894496
1.651001750002916e-06,0.9999948198268661,1.651001750002916e-06,0,1.651001750002916e-06,-4.683084347075726e-12,1.651001750002916e-06,0.9823631285045225
1.651003750006249e-06,0.9999948198314302,1.651003750006249e-06,0,1.651003750006249e-06,-4.683037516030876e-12,1.651003750006249e-06,0.9823631537346339
1.651007750012914e-06,0.9999948198405071,1.651007750012914e-06,0,1.651007750012914e-06,-4.683026899353551e-12,1.651007750012914e-06,0.9823632041947056
1.651015750026245e-06,0.9999948198587407,1.651015750026245e-06,0,1.651015750026245e-06,-4.682968047802652e-12,1.651015750026245e-06,0.982363305114329
1.651031750052907e-06,0.9999948198952746,1.651031750052907e-06,0,1.651031750052907e-06,-4.682867264575461e-12,1.651031750052907e-06,0.9823635069513835
1.65106375010623e-06,0.9999948199682916,1.65106375010623e-06,0,1.65106375010623e-06,-4.682673674998964e-12,1.65106375010623e-06,0.9823639106166279
1.651127750212877e-06,0.9999948201143116,1.651127750212877e-06,0,1.651127750212877e-06,-4.682282059754327e-12,1.651127750212877e-06,0.9823647179117545
1.65125575042617e-06,0.9999948204063022,1.65125575042617e-06,0,1.65125575042617e-06,-4.681500325673997e-12,1.65125575042617e-06,0.9823663323605747
1.651500500000833e-06,0.9999948209644881,1.651500500000833e-06,0,1.651500500000833e-06,-4.680005271723097e-12,1.651500500000833e-06,0.9823694188278772
1.651750375000625e-06,0.9999948215341821,1.651750375000625e-06,0,1.651750375000625e-06,-4.67847952979442e-12,1.651750375000625e-06,0.9823725692195023
1.652000250000417e-06,0.9999948221036875,1.652000250000417e-06,0,1.652000250000417e-06,-4.676954710908978e-12,1.652000250000417e-06,0.982375718893011
1.652000500000833e-06,0.9999948221041879,1.652000500000833e-06,0,1.652000500000833e-06,-4.677083192847614e-12,1.652000500000833e-06,0.9823757220438815
1.652001000001666e-06,0.9999948221053414,1.652001000001666e-06,0,1.652001000001666e-06,-4.67694434194886e-12,1.652001000001666e-06,0.982375728345673
1.652002000003333e-06,0.9999948221076327,1.652002000003333e-06,0,1.652002000003333e-06,-4.676945128749495e-12,1.652002000003333e-06,0.9823757409492432
1.652004000006665e-06,0.9999948221122089,1.652004000006665e-06,0,1.652004000006665e-06,-4.676930439629002e-12,1.652004000006665e-06,0.9823757661563478
1.652008000013331e-06,0.999994822121314,1.652008000013331e-06,0,1.652008000013331e-06,-4.676914745870951e-12,1.652008000013331e-06,0.9823758165704027
1.652016000026662e-06,0.9999948221395947,1.652016000026662e-06,0,1.652016000026662e-06,-4.676851000720304e-12,1.652016000026662e-06,0.982375917397982
1.652032000053323e-06,0.9999948221760392,1.652032000053323e-06,0,1.652032000053323e-06,-4.676763275387311e-12,1.652032000053323e-06,0.9823761190508933
1.652064000106647e-06,0.9999948222489532,1.652064000106647e-06,0,1.652064000106647e-06,-4.676565700770549e-12,1.652064000106647e-06,0.9823765223479016
1.652128000213293e-06,0.9999948223947773,1.652128000213293e-06,0,1.652128000213293e-06,-4.676175536478159e-12,1.652128000213293e-06,0.982377328906605
1.652256000426586e-06,0.9999948226863886,1.652256000426586e-06,0,1.652256000426586e-06,-4.675394925485306e-12,1.652256000426586e-06,0.9823789418827577
1.65250075000125e-06,0.9999948232438498,1.65250075000125e-06,0,1.65250075000125e-06,-4.6739025282983e-12,1.65250075000125e-06,0.982382025534826
1.652750625001041e-06,0.9999948238127998,1.652750625001041e-06,0,1.652750625001041e-06,-4.672379755635496e-12,1.652750625001041e-06,0.9823851730531586
1.653000500000833e-06,0.9999948243815697,1.653000500000833e-06,0,1.653000500000833e-06,-4.67085733525892e-12,1.653000500000833e-06,0.9823883198542828
1.65300075000125e-06,0.9999948243821866,1.65300075000125e-06,0,1.65300075000125e-06,-4.670765559675783e-12,1.65300075000125e-06,0.9823883230023203
1.653001250002083e-06,0.9999948243832443,1.653001250002083e-06,0,1.653001250002083e-06,-4.670926842684311e-12,1.653001250002083e-06,0.9823883292983313
1.653002250003749e-06,0.9999948243854325,1.653002250003749e-06,0,1.653002250003749e-06,-4.670878030038299e-12,1.653002250003749e-06,0.9823883418903738
1.653004250007082e-06,0.9999948243899636,1.653004250007082e-06,0,1.653004250007082e-06,-4.670828050318606e-12,1.653004250007082e-06,0.982388367074483
1.653008250013748e-06,0.9999948243990833,1.653008250013748e-06,0,1.653008250013748e-06,-4.670813821588654e-12,1.653008250013748e-06,0.9823884174425819
1.653016250027078e-06,0.9999948244173545,1.653016250027078e-06,0,1.653016250027078e-06,-4.670759536072896e-12,1.653016250027078e-06,0.982388518178227
1.65303225005374e-06,0.9999948244537871,1.65303225005374e-06,0,1.65303225005374e-06,-4.670666477628372e-12,1.65303225005374e-06,0.9823887196472617
1.653064250107063e-06,0.9999948245266362,1.653064250107063e-06,0,1.653064250107063e-06,-4.670468529442448e-12,1.653064250107063e-06,0.9823891225765012
1.65312825021371e-06,0.9999948246722633,1.65312825021371e-06,0,1.65312825021371e-06,-4.670080935820701e-12,1.65312825021371e-06,0.9823899283997007
1.653256250427003e-06,0.9999948249635007,1.653256250427003e-06,0,1.653256250427003e-06,-4.669301056032571e-12,1.653256250427003e-06,0.9823915399050418
1.653501000001666e-06,0.9999948255202393,1.653501000001666e-06,0,1.653501000001666e-06,-4.667811239647935e-12,1.653501000001666e-06,0.9823946207454307
1.653750875001458e-06,0.9999948260884526,1.653750875001458e-06,0,1.653750875001458e-06,-4.666290996147273e-12,1.653750875001458e-06,0.9823977653940986
1.65400075000125e-06,0.9999948266564764,1.65400075000125e-06,0,1.65400075000125e-06,-4.664771764138242e-12,1.65400075000125e-06,0.9824009093264626
1.654500500000834e-06,0.9999948277916072,1.654500500000834e-06,0,1.654500500000834e-06,-4.661742053057591e-12,1.654500500000834e-06,0.9824071936120646
1.655500000000001e-06,0.9999948300600977,1.655500000000001e-06,0,1.655500000000001e-06,-4.65568057600549e-12,1.655500000000001e-06,0.9824197553181613
1.657498999998336e-06,0.9999948345885984,1.657498999998336e-06,0,1.657498999998336e-06,-4.643587293715339e-12,1.657498999998336e-06,0.9824448458279973
1.661496999995005e-06,0.9999948436107167,1.661496999995005e-06,0,1.661496999995005e-06,-4.619528072886055e-12,1.661496999995005e-06,0.9824948912951385
1.669492999988343e-06,0.9999948615158637,1.669492999988343e-06,0,1.669492999988343e-06,-4.571924588879482e-12,1.669492999988343e-06,0.982594440134585
1.685484999975021e-06,0.9999948967795049,1.685484999975021e-06,0,1.685484999975021e-06,-4.478725253371776e-12,1.685484999975021e-06,0.9827913952532348
1.701e-06,0.9999949303095828,1.701e-06,0,1.701e-06,-4.390831294489517e-12,1.701e-06,0.9829797856842318
1.701500250000417e-06,0.9999949313791964,1.701500250000417e-06,0,1.701500250000417e-06,-4.388050538050556e-12,1.701500250000417e-06,0.9829858145390792
1.702e-06,0.999994932447289,1.702e-06,0,1.702e-06,-4.38526809647878e-12,1.702e-06,0.9829918355687197
1.702000250000417e-06,0.9999949324478407,1.702000250000417e-06,0,1.702000250000417e-06,-4.385234322741978e-12,1.702000250000417e-06,0.9829918385803011
1.70200075000125e-06,0.9999949324488924,1.70200075000125e-06,0,1.70200075000125e-06,-4.385278235432854e-12,1.70200075000125e-06,0.9829918446034438
1.702001750002916e-06,0.9999949324510574,1.702001750002916e-06,0,1.702001750002916e-06,-4.385225180029529e-12,1.702001750002916e-06,0.9829918566497428
1.702003750006249e-06,0.9999949324553034,1.702003750006249e-06,0,1.702003750006249e-06,-4.385265668424011e-12,1.702003750006249e-06,0.9829918807422804
1.702007750012914e-06,0.9999949324638747,1.702007750012914e-06,0,1.702007750012914e-06,-4.385213925019431e-12,1.702007750012914e-06,0.9829919289272534
1.702015750026245e-06,0.9999949324809222,1.702015750026245e-06,0,1.702015750026245e-06,-4.385188629363821e-12,1.702015750026245e-06,0.9829920252966543
1.702031750052907e-06,0.9999949325151473,1.702031750052907e-06,0,1.702031750052907e-06,-4.385086440601213e-12,1.702031750052907e-06,0.9829922180334252
1.70206375010623e-06,0.9999949325835086,1.70206375010623e-06,0,1.70206375010623e-06,-4.384914073801741e-12,1.70206375010623e-06,0.9829926034986434
1.702127750212877e-06,0.9999949327202404,1.702127750212877e-06,0,1.702127750212877e-06,-4.384557201097577e-12,1.702127750212877e-06,0.9829933743959066
1.70225575042617e-06,0.9999949329936841,1.70225575042617e-06,0,1.70225575042617e-06,-4.383844811419755e-12,1.70225575042617e-06,0.9829949160577178
1.702500500000833e-06,0.9999949335164114,1.702500500000833e-06,0,1.702500500000833e-06,-4.382483436089982e-12,1.702500500000833e-06,0.9829978633811186
1.702750375000625e-06,0.9999949340499241,1.702750375000625e-06,0,1.702750375000625e-06,-4.381093762152791e-12,1.702750375000625e-06,0.9830008717587727
1.703000250000417e-06,0.9999949345832628,1.703000250000417e-06,0,1.703000250000417e-06,-4.379705040872246e-12,1.703000250000417e-06,0.9830038794625608
1.7035e-06,0.9999949356491041,1.7035e-06,0,1.7035e-06,-4.376935256847599e-12,1.7035e-06,0.9830098915030159
1.704499499999168e-06,0.999994937779165,1.704499499999168e-06,0,1.704499499999168e-06,-4.371394078840904e-12,1.704499499999168e-06,0.983021909125284
1.706498499997502e-06,0.9999949420315325,1.706498499997502e-06,0,1.706498499997502e-06,-4.360337837224571e-12,1.706498499997502e-06,0.9830459134144014
1.710496499994172e-06,0.9999949505043727,1.710496499994172e-06,0,1.710496499994172e-06,-4.338337961022342e-12,1.710496499994172e-06,0.9830937944510321
1.71849249998751e-06,0.9999949673228241,1.71849249998751e-06,0,1.71849249998751e-06,-4.294794691419259e-12,1.71849249998751e-06,0.9831890463842761
1.734484499974187e-06,0.9999950004594055,1.734484499974187e-06,0,1.734484499974187e-06,-4.209489496838679e-12,1.734484499974187e-06,0.9833775333465218
1.75e-06,0.999995031984246,1.75e-06,0,1.75e-06,-4.128968927359415e-12,1.75e-06,0.9835578708365482
1.750500250000416e-06,0.9999950329901408,1.750500250000416e-06,0,1.750500250000416e-06,-4.126419857971996e-12,1.750500250000416e-06,0.9835636424990407
1.751e-06,0.9999950339946118,1.751e-06,0,1.751e-06,-4.123869705443717e-12,1.751e-06,0.9835694066975633
1.751000250000416e-06,0.9999950339950989,1.751000250000416e-06,0,1.751000250000416e-06,-4.123896909092007e-12,1.751000250000416e-06,0.9835694095806802
1.75100075000125e-06,0.9999950339961461,1.75100075000125e-06,0,1.75100075000125e-06,-4.123825539797786e-12,1.75100075000125e-06,0.9835694153469348
1.751001750002916e-06,0.999995033998234,1.751001750002916e-06,0,1.751001750002916e-06,-4.123815737493453e-12,1.751001750002916e-06,0.9835694268794341
1.751003750006249e-06,0.9999950340022755,1.751003750006249e-06,0,1.751003750006249e-06,-4.123854189031144e-12,1.751003750006249e-06,0.9835694499443558
1.751007750012914e-06,0.999995034010252,1.751007750012914e-06,0,1.751007750012914e-06,-4.123840375804085e-12,1.751007750012914e-06,0.9835694960740453
1.751015750026245e-06,0.9999950340262895,1.751015750026245e-06,0,1.751015750026245e-06,-4.12378734343651e-12,1.751015750026245e-06,0.9835695883329781
1.751031750052907e-06,0.9999950340584186,1.751031750052907e-06,0,1.751031750052907e-06,-4.123708105172918e-12,1.751031750052907e-06,0.9835697728489169
1.75106375010623e-06,0.9999950341227235,1.75106375010623e-06,0,1.75106375010623e-06,-4.123543754546079e-12,1.75106375010623e-06,0.9835701418729942
1.751127750212876e-06,0.9999950342513113,1.751127750212876e-06,0,1.751127750212876e-06,-4.123217956884866e-12,1.751127750212876e-06,0.9835708798898748
1.75125575042617e-06,0.9999950345084744,1.75125575042617e-06,0,1.75125575042617e-06,-4.122564607888304e-12,1.75125575042617e-06,0.9835723557986004
1.751500500000833e-06,0.9999950350000724,1.751500500000833e-06,0,1.751500500000833e-06,-4.121317048232544e-12,1.751500500000833e-06,0.9835751774238485
1.751750375000625e-06,0.9999950355018177,1.751750375000625e-06,0,1.751750375000625e-06,-4.120043329414471e-12,1.751750375000625e-06,0.9835780575096537
1.752000250000417e-06,0.9999950360034074,1.752000250000417e-06,0,1.752000250000417e-06,-4.118770261057961e-12,1.752000250000417e-06,0.9835809369605896
1.752000500000833e-06,0.9999950360039443,1.752000500000833e-06,0,1.752000500000833e-06,-4.118703269535837e-12,1.752000500000833e-06,0.98358093984118
1.752001000001666e-06,0.9999950360049897,1.752001000001666e-06,0,1.752001000001666e-06,-4.118720022961663e-12,1.752001000001666e-06,0.9835809456023467
1.752002000003333e-06,0.9999950360069759,1.752002000003333e-06,0,1.752002000003333e-06,-4.118796741963977e-12,1.752002000003333e-06,0.983580957124637
1.752004000006665e-06,0.9999950360109627,1.752004000006665e-06,0,1.752004000006665e-06,-4.118753823782919e-12,1.752004000006665e-06,0.9835809801691975
1.752008000013331e-06,0.9999950360189863,1.752008000013331e-06,0,1.752008000013331e-06,-4.118725613733596e-12,1.752008000013331e-06,0.9835810262582166
1.752016000026662e-06,0.9999950360350394,1.752016000026662e-06,0,1.752016000026662e-06,-4.118688857426617e-12,1.752016000026662e-06,0.9835811184357732
1.752032000053323e-06,0.9999950360671277,1.752032000053323e-06,0,1.752032000053323e-06,-4.118610418581168e-12,1.752032000053323e-06,0.9835813027889349
1.752064000106647e-06,0.9999950361313616,1.752064000106647e-06,0,1.752064000106647e-06,-4.118444291997397e-12,1.752064000106647e-06,0.9835816714874683
1.752128000213293e-06,0.9999950362597897,1.752128000213293e-06,0,1.752128000213293e-06,-4.118119788178938e-12,1.752128000213293e-06,0.9835824088532978
1.752256000426586e-06,0.9999950365166325,1.752256000426586e-06,0,1.752256000426586e-06,-4.117467652233743e-12,1.752256000426586e-06,0.9835838834600763
1.75250075000125e-06,0.999995037007628,1.75250075000125e-06,0,1.75250075000125e-06,-4.116221876506774e-12,1.75250075000125e-06,0.9835867025964264
1.752750625001041e-06,0.9999950375087504,1.752750625001041e-06,0,1.752750625001041e-06,-4.11495060702653e-12,1.752750625001041e-06,0.9835895801419664
1.753000500000833e-06,0.9999950380097192,1.753000500000833e-06,0,1.753000500000833e-06,-4.113679809853528e-12,1.753000500000833e-06,0.9835924570534016
1.75300075000125e-06,0.9999950380102176,1.75300075000125e-06,0,1.75300075000125e-06,-4.11368290865457e-12,1.75300075000125e-06,0.9835924599314378
1.753001250002083e-06,0.9999950380112004,1.753001250002083e-06,0,1.753001250002083e-06,-4.113695437455701e-12,1.753001250002083e-06,0.9835924656875035
1.753002250003749e-06,0.9999950380131611,1.753002250003749e-06,0,1.753002250003749e-06,-4.113698604117435e-12,1.753002250003749e-06,0.9835924771996284
1.753004250007082e-06,0.9999950380171952,1.753004250007082e-06,0,1.753004250007082e-06,-4.113641847651084e-12,1.753004250007082e-06,0.9835925002238897
1.753008250013747e-06,0.9999950380252667,1.753008250013747e-06,0,1.753008250013747e-06,-4.113632108388189e-12,1.753008250013747e-06,0.9835925462722851
1.753016250027078e-06,0.9999950380413002,1.753016250027078e-06,0,1.753016250027078e-06,-4.11360293312842e-12,1.753016250027078e-06,0.9835926383685495
1.75303225005374e-06,0.9999950380733772,1.75303225005374e-06,0,1.75303225005374e-06,-4.113516792137304e-12,1.75303225005374e-06,0.9835928225591338
1.753064250107063e-06,0.9999950381375079,1.753064250107063e-06,0,1.753064250107063e-06,-4.113356080719563e-12,1.753064250107063e-06,0.983593190932504
1.75312825021371e-06,0.9999950382657812,1.75312825021371e-06,0,1.75312825021371e-06,-4.113030464017569e-12,1.75312825021371e-06,0.983593927648069
1.753256250427003e-06,0.9999950385223051,1.753256250427003e-06,0,1.753256250427003e-06,-4.11237978692858e-12,1.753256250427003e-06,0.9835954009544665
1.753501000001666e-06,0.9999950390126975,1.753501000001666e-06,0,1.753501000001666e-06,-4.111135914742492e-12,1.753501000001666e-06,0.9835982176049094
1.753750875001458e-06,0.9999950395132017,1.753750875001458e-06,0,1.753750875001458e-06,-4.109866848201154e-12,1.753750875001458e-06,0.983601092613237
1.75400075000125e-06,0.999995040013549,1.75400075000125e-06,0,1.75400075000125e-06,-4.108598410932419e-12,1.75400075000125e-06,0.9836039669882209
1.754500500000833e-06,0.9999950410134859,1.754500500000833e-06,0,1.754500500000833e-06,-4.106068031691345e-12,1.754500500000833e-06,0.983609712573501
1.755500000000001e-06,0.9999950430118767,1.755500000000001e-06,0,1.755500000000001e-06,-4.101006092728312e-12,1.755500000000001e-06,0.9836211976735544
1.757498999998335e-06,0.9999950470015749,1.757498999998335e-06,0,1.757498999998335e-06,-4.090905115531346e-12,1.757498999998335e-06,0.983644138777493
1.761496999995005e-06,0.9999950549518215,1.761496999995005e-06,0,1.761496999995005e-06,-4.070803063046512e-12,1.761496999995005e-06,0.9836899010949179
1.769492999988343e-06,0.9999950707360229,1.769492999988343e-06,0,1.769492999988343e-06,-4.031003524578929e-12,1.769492999988343e-06,0.9837809461177492
1.78548499997502e-06,0.9999951018468625,1.78548499997502e-06,0,1.78548499997502e-06,-3.952984254569548e-12,1.78548499997502e-06,0.9839611393688514
1.801e-06,0.9999951314583762,1.801e-06,0,1.801e-06,-3.87928259922041e-12,1.801e-06,0.9841335747819573
1.801500250000416e-06,0.9999951324035047,1.801500250000416e-06,0,1.801500250000416e-06,-3.876947989649523e-12,1.801500250000416e-06,0.98413909437851
1.802e-06,0.9999951333473064,1.802e-06,0,1.802e-06,-3.874612559880702e-12,1.802e-06,0.9841446068627411
1.802000250000416e-06,0.9999951333478264,1.802000250000416e-06,0,1.802000250000416e-06,-3.874522018907001e-12,1.802000250000416e-06,0.9841446096199844
1.80200075000125e-06,0.9999951333487217,1.80200075000125e-06,0,1.80200075000125e-06,-3.874651587269517e-12,1.80200075000125e-06,0.9841446151344161
1.802001750002916e-06,0.9999951333507352,1.802001750002916e-06,0,1.802001750002916e-06,-3.87447093611278e-12,1.802001750002916e-06,0.9841446261633524
1.802003750006249e-06,0.9999951333545655,1.802003750006249e-06,0,1.802003750006249e-06,-3.874594911472972e-12,1.802003750006249e-06,0.9841446482211242
1.802007750012914e-06,0.9999951333620768,1.802007750012914e-06,0,1.802007750012914e-06,-3.874581743388061e-12,1.802007750012914e-06,0.9841446923365048
1.802015750026245e-06,0.999995133377102,1.802015750026245e-06,0,1.802015750026245e-06,-3.874540730567366e-12,1.802015750026245e-06,0.9841447805668229
1.802031750052907e-06,0.9999951334072651,1.802031750052907e-06,0,1.802031750052907e-06,-3.874464705514736e-12,1.802031750052907e-06,0.9841449570256778
1.80206375010623e-06,0.9999951334676837,1.80206375010623e-06,0,1.80206375010623e-06,-3.874313823332793e-12,1.80206375010623e-06,0.984145309936063
1.802127750212876e-06,0.999995133588508,1.802127750212876e-06,0,1.802127750212876e-06,-3.874015300751078e-12,1.802127750212876e-06,0.9841460157273948
1.80225575042617e-06,0.9999951338301375,1.80225575042617e-06,0,1.80225575042617e-06,-3.873417260918233e-12,1.80225575042617e-06,0.98414742719237
1.802500500000833e-06,0.9999951342920532,1.802500500000833e-06,0,1.802500500000833e-06,-3.872274538160438e-12,1.802500500000833e-06,0.9841501256218282
1.802750375000625e-06,0.9999951347635041,1.802750375000625e-06,0,1.802750375000625e-06,-3.871108092276177e-12,1.802750375000625e-06,0.9841528799688964
1.803000250000417e-06,0.999995135234813,1.803000250000417e-06,0,1.803000250000417e-06,-3.869942154218633e-12,1.803000250000417e-06,0.9841556337184233
1.8035e-06,0.9999951361767232,1.8035e-06,0,1.8035e-06,-3.867616639119043e-12,1.8035e-06,0.9841611382316526
1.804499499999168e-06,0.9999951380591868,1.804499499999168e-06,0,1.804499499999168e-06,-3.862964289228543e-12,1.804499499999168e-06,0.9841721415305635
1.806498499997502e-06,0.9999951418176019,1.806498499997502e-06,0,1.806498499997502e-06,-3.853679914366652e-12,1.806498499997502e-06,0.9841941206751559
1.810496499994171e-06,0.9999951493076378,1.810496499994171e-06,0,1.810496499994171e-06,-3.83520012723623e-12,1.810496499994171e-06,0.9842379658357296
1.81849249998751e-06,0.9999951641807707,1.81849249998751e-06,0,1.81849249998751e-06,-3.798601735391856e-12,1.81849249998751e-06,0.9843252035313698
1.834484499974187e-06,0.9999951935060575,1.834484499974187e-06,0,1.834484499974187e-06,-3.726817008008224e-12,1.834484499974187e-06,0.9844978883573353
1.85e-06,0.999995221431551,1.85e-06,0,1.85e-06,-3.658951601998169e-12,1.85e-06,0.9846631773571949
1.850500250000416e-06,0.9999952223230507,1.850500250000416e-06,0,1.850500250000416e-06,-3.656800846256471e-12,1.850500250000416e-06,0.9846684685998598
1.851e-06,0.9999952232133105,1.851e-06,0,1.851e-06,-3.654649409778295e-12,1.851e-06,0.9846737530467418
1.851000250000417e-06,0.9999952232138145,1.851000250000417e-06,0,1.851000250000417e-06,-3.654539011656529e-12,1.851000250000417e-06,0.984673755689935
1.85100075000125e-06,0.9999952232146789,1.85100075000125e-06,0,1.85100075000125e-06,-3.654664747347525e-12,1.85100075000125e-06,0.984673760976267
1.851001750002917e-06,0.9999952232164832,1.851001750002917e-06,0,1.851001750002917e-06,-3.654605542512278e-12,1.851001750002917e-06,0.9846737715489532
1.851003750006252e-06,0.9999952232200358,1.851003750006252e-06,0,1.851003750006252e-06,-3.654639440158461e-12,1.851003750006252e-06,0.9846737926942795
1.851007750012921e-06,0.9999952232271335,1.851007750012921e-06,0,1.851007750012921e-06,-3.654618563287331e-12,1.851007750012921e-06,0.984673834984826
1.851015750026258e-06,0.9999952232413757,1.851015750026258e-06,0,1.851015750026258e-06,-3.654579660583487e-12,1.851015750026258e-06,0.9846739195655033
1.851031750052933e-06,0.9999952232698988,1.851031750052933e-06,0,1.851031750052933e-06,-3.654508534249927e-12,1.851031750052933e-06,0.9846740887251318
1.851063750106284e-06,0.9999952233268719,1.851063750106284e-06,0,1.851063750106284e-06,-3.654374986602197e-12,1.851063750106284e-06,0.9846744270374226
1.851127750212985e-06,0.9999952234408305,1.851127750212985e-06,0,1.851127750212985e-06,-3.654099482065369e-12,1.851127750212985e-06,0.9846751036342202
1.851255750426386e-06,0.9999952236687599,1.851255750426386e-06,0,1.851255750426386e-06,-3.653547878625325e-12,1.851255750426386e-06,0.9846764567166494
1.851500500000833e-06,0.9999952241044778,1.851500500000833e-06,0,1.851500500000833e-06,-3.652495177115237e-12,1.851500500000833e-06,0.9846790435368307
1.851750375000625e-06,0.9999952245491921,1.851750375000625e-06,0,1.851750375000625e-06,-3.651420606501969e-12,1.851750375000625e-06,0.9846816839700859
1.852000250000417e-06,0.999995224993773,1.852000250000417e-06,0,1.852000250000417e-06,-3.650346642692441e-12,1.852000250000417e-06,0.9846843238388571
1.852000500000833e-06,0.9999952249942532,1.852000500000833e-06,0,1.852000500000833e-06,-3.650279391628534e-12,1.852000500000833e-06,0.9846843264797807
1.852001000001666e-06,0.9999952249951352,1.852001000001666e-06,0,1.852001000001666e-06,-3.650346870983862e-12,1.852001000001666e-06,0.9846843317615975
1.852002000003333e-06,0.9999952249969076,1.852002000003333e-06,0,1.852002000003333e-06,-3.650337844348968e-12,1.852002000003333e-06,0.9846843423252265
1.852004000006665e-06,0.9999952250004137,1.852004000006665e-06,0,1.852004000006665e-06,-3.650351167547158e-12,1.852004000006665e-06,0.9846843634524485
1.852008000013331e-06,0.9999952250075601,1.852008000013331e-06,0,1.852008000013331e-06,-3.650299475900943e-12,1.852008000013331e-06,0.9846844057068321
1.852016000026662e-06,0.9999952250217993,1.852016000026662e-06,0,1.852016000026662e-06,-3.650279790730946e-12,1.852016000026662e-06,0.9846844902151473
1.852032000053323e-06,0.999995225050253,1.852032000053323e-06,0,1.852032000053323e-06,-3.650211147986854e-12,1.852032000053323e-06,0.9846846592300385
1.852064000106647e-06,0.9999952251071823,1.852064000106647e-06,0,1.852064000106647e-06,-3.650072055592941e-12,1.852064000106647e-06,0.9846849972528871
1.852128000213293e-06,0.9999952252210114,1.852128000213293e-06,0,1.852128000213293e-06,-3.649798353122017e-12,1.852128000213293e-06,0.9846856732708156
1.852256000426586e-06,0.9999952254486677,1.852256000426586e-06,0,1.852256000426586e-06,-3.649248007344437e-12,1.852256000426586e-06,0.984687025195638
1.85250075000125e-06,0.9999952258838773,1.85250075000125e-06,0,1.85250075000125e-06,-3.648196671931596e-12,1.85250075000125e-06,0.9846896098028388
1.852750625001042e-06,0.999995226328069,1.852750625001042e-06,0,1.852750625001042e-06,-3.647123863922248e-12,1.852750625001042e-06,0.9846922479774114
1.853000500000833e-06,0.9999952267721295,1.853000500000833e-06,0,1.853000500000833e-06,-3.646051526785566e-12,1.853000500000833e-06,0.9846948855881481
1.85300075000125e-06,0.9999952267725972,1.85300075000125e-06,0,1.85300075000125e-06,-3.64600629843035e-12,1.85300075000125e-06,0.9846948882268084
1.853001250002083e-06,0.9999952267734735,1.853001250002083e-06,0,1.853001250002083e-06,-3.646057267396276e-12,1.853001250002083e-06,0.9846948935041052
1.853002250003749e-06,0.9999952267752334,1.853002250003749e-06,0,1.853002250003749e-06,-3.64605129418189e-12,1.853002250003749e-06,0.9846949040586979
1.853004250007082e-06,0.9999952267787748,1.853004250007082e-06,0,1.853004250007082e-06,-3.646036799886156e-12,1.853004250007082e-06,0.9846949251678649
1.853008250013748e-06,0.9999952267859216,1.853008250013748e-06,0,1.853008250013748e-06,-3.646006708390962e-12,1.853008250013748e-06,0.9846949673861094
1.853016250027078e-06,0.9999952268001511,1.853016250027078e-06,0,1.853016250027078e-06,-3.645982560599004e-12,1.853016250027078e-06,0.9846950518221428
1.85303225005374e-06,0.9999952268285399,1.85303225005374e-06,0,1.85303225005374e-06,-3.645918619636724e-12,1.85303225005374e-06,0.9846952206924608
1.853064250107063e-06,0.999995226885395,1.853064250107063e-06,0,1.853064250107063e-06,-3.645777835481049e-12,1.853064250107063e-06,0.9846955584261931
1.85312825021371e-06,0.9999952269991002,1.85312825021371e-06,0,1.85312825021371e-06,-3.645503847145914e-12,1.85312825021371e-06,0.9846962338659254
1.853256250427003e-06,0.9999952272264929,1.853256250427003e-06,0,1.853256250427003e-06,-3.644954470606065e-12,1.853256250427003e-06,0.984697584634474
1.853501000001666e-06,0.999995227661193,1.853501000001666e-06,0,1.853501000001666e-06,-3.643904777472334e-12,1.853501000001666e-06,0.9847001670312351
1.853750875001458e-06,0.9999952281048613,1.853750875001458e-06,0,1.853750875001458e-06,-3.642833794020156e-12,1.853750875001458e-06,0.9847028029497181
1.85400075000125e-06,0.9999952285484015,1.85400075000125e-06,0,1.85400075000125e-06,-3.641763064057e-12,1.85400075000125e-06,0.9847054383050128
1.854500500000833e-06,0.9999952294348303,1.854500500000833e-06,0,1.854500500000833e-06,-3.639627441201e-12,1.854500500000833e-06,0.9847107062013996
1.8555e-06,0.9999952312064422,1.8555e-06,0,1.8555e-06,-3.635355107542404e-12,1.8555e-06,0.984721236595713
1.857498999998333e-06,0.9999952347436835,1.857498999998333e-06,0,1.857498999998333e-06,-3.626828536767618e-12,1.857498999998333e-06,0.9847422715076845
1.861496999994998e-06,0.9999952417935538,1.861496999994998e-06,0,1.861496999994998e-06,-3.609854704159481e-12,1.861496999994998e-06,0.9847842346924808
1.86949299998833e-06,0.9999952557950402,1.86949299998833e-06,0,1.86949299998833e-06,-3.576229542653448e-12,1.86949299998833e-06,0.9848677343421509
1.885484999974994e-06,0.9999952834110428,1.885484999974994e-06,0,1.885484999974994e-06,-3.510240484021294e-12,1.885484999974994e-06,0.985033045098218
1.901e-06,0.9999953097195642,1.901e-06,0,1.901e-06,-3.447810992949728e-12,1.901e-06,0.9851913022582185
1.901500250000417e-06,0.9999953105596708,1.901500250000417e-06,0,1.901500250000417e-06,-3.445831271792282e-12,1.901500250000417e-06,0.9851963690994171
